survived,pclass,age,sibsp,parch,fare,alone,sex_female,sex_male,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,who_child,who_man,who_woman,"fare_group_(-0.001, 7.854]","fare_group_(7.854, 10.5]","fare_group_(10.5, 21.679]","fare_group_(21.679, 39.688]","fare_group_(39.688, 512.329]"
0,3,25.0,1,0,7.775,False,0,1,0,0,1,0,1,0,1,0,0,0,0
1,2,28.0,0,0,13.0,True,1,0,0,0,1,0,0,1,0,0,1,0,0
1,3,29.69911764705882,0,0,8.1125,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,4.0,0,2,81.8583,False,0,1,0,0,1,1,0,0,0,0,0,0,1
1,2,13.0,0,1,19.5,False,1,0,0,0,1,1,0,0,0,0,1,0,0
1,1,34.0,0,0,26.55,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,3,5.0,2,1,19.2583,False,1,0,1,0,0,1,0,0,0,0,1,0,0
1,1,52.0,0,0,30.5,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,36.0,1,2,27.75,False,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,29.69911764705882,1,0,19.9667,False,0,1,0,0,1,0,1,0,0,0,1,0,0
0,1,30.0,0,0,27.75,True,0,1,1,0,0,0,1,0,0,0,0,1,0
1,1,49.0,1,0,89.1042,False,0,1,1,0,0,0,1,0,0,0,0,0,1
0,3,29.69911764705882,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,3,29.0,0,0,7.8958,True,0,1,1,0,0,0,1,0,0,1,0,0,0
0,1,65.0,0,0,26.55,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,29.69911764705882,1,0,51.8625,False,1,0,0,0,1,0,0,1,0,0,0,0,1
1,2,50.0,0,0,10.5,True,1,0,0,0,1,0,0,1,0,1,0,0,0
0,3,29.69911764705882,0,0,7.75,True,0,1,0,1,0,0,1,0,1,0,0,0,0
1,1,48.0,0,0,26.55,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,34.0,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,1,47.0,0,0,38.5,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,48.0,0,0,13.0,True,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,29.69911764705882,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,38.0,0,0,7.05,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,2,29.69911764705882,0,0,0.0,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,1,56.0,0,0,26.55,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,29.69911764705882,0,0,7.725,True,0,1,0,1,0,0,1,0,1,0,0,0,0
1,3,0.75,2,1,19.2583,False,1,0,1,0,0,1,0,0,0,0,1,0,0
0,3,29.69911764705882,0,0,7.25,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,3,38.0,0,0,8.6625,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,2,33.0,1,2,27.75,False,1,0,0,0,1,0,0,1,0,0,0,1,0
1,2,23.0,0,0,13.7917,True,1,0,1,0,0,0,0,1,0,0,1,0,0
0,3,22.0,0,0,9.8375,True,1,0,0,0,1,0,0,1,0,1,0,0,0
0,1,29.69911764705882,0,0,52.0,True,0,1,0,0,1,0,1,0,0,0,0,0,1
0,2,34.0,1,0,21.0,False,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,29.0,1,0,7.0458,False,0,1,0,0,1,0,1,0,1,0,0,0,0
0,3,22.0,0,0,7.5208,True,0,1,0,0,1,0,1,0,1,0,0,0,0
1,3,2.0,0,1,12.2875,False,1,0,0,0,1,1,0,0,0,0,1,0,0
0,3,9.0,5,2,46.9,False,0,1,0,0,1,1,0,0,0,0,0,0,1
0,2,29.69911764705882,0,0,0.0,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,3,50.0,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,3,63.0,0,0,9.5875,True,1,0,0,0,1,0,0,1,0,1,0,0,0
1,1,25.0,1,0,91.0792,False,0,1,1,0,0,0,1,0,0,0,0,0,1
0,3,29.69911764705882,3,1,25.4667,False,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,35.0,1,0,90.0,False,1,0,0,0,1,0,0,1,0,0,0,0,1
0,1,58.0,0,0,29.7,True,0,1,1,0,0,0,1,0,0,0,0,1,0
0,3,30.0,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,3,9.0,1,1,15.9,False,0,1,0,0,1,1,0,0,0,0,1,0,0
0,3,29.69911764705882,1,0,19.9667,False,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,21.0,0,0,7.25,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,1,55.0,0,0,30.5,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,1,71.0,0,0,49.5042,True,0,1,1,0,0,0,1,0,0,0,0,0,1
0,3,21.0,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,29.69911764705882,0,0,14.4583,True,0,1,1,0,0,0,1,0,0,0,1,0,0
1,1,54.0,1,0,78.2667,False,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,29.69911764705882,0,0,15.1,True,0,1,0,0,1,0,1,0,0,0,1,0,0
0,1,25.0,1,2,151.55,False,1,0,0,0,1,0,0,1,0,0,0,0,1
0,3,24.0,0,0,7.7958,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,3,17.0,0,0,8.6625,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,21.0,0,0,7.75,True,1,0,0,1,0,0,0,1,1,0,0,0,0
0,3,29.69911764705882,0,0,7.6292,True,1,0,0,1,0,0,0,1,1,0,0,0,0
0,3,37.0,0,0,9.5875,True,1,0,0,0,1,0,0,1,0,1,0,0,0
1,1,16.0,0,0,86.5,True,1,0,0,0,1,0,0,1,0,0,0,0,1
0,1,18.0,1,0,108.9,False,0,1,1,0,0,0,1,0,0,0,0,0,1
1,2,33.0,0,2,26.0,False,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,29.69911764705882,0,0,26.55,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,28.0,0,0,22.525,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,3,26.0,0,0,56.4958,True,0,1,0,0,1,0,1,0,0,0,0,0,1
1,3,29.0,0,0,7.75,True,0,1,0,1,0,0,1,0,1,0,0,0,0
0,3,29.69911764705882,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,36.0,0,0,26.2875,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,54.0,1,0,59.4,False,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,24.0,0,0,7.4958,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,1,47.0,0,0,34.0208,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,2,34.0,0,0,10.5,True,1,0,0,0,1,0,0,1,0,1,0,0,0
0,3,29.69911764705882,0,0,24.15,True,0,1,0,1,0,0,1,0,0,0,0,1,0
1,2,36.0,1,0,26.0,False,1,0,0,0,1,0,0,1,0,0,0,1,0
0,3,32.0,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,30.0,0,0,93.5,True,1,0,0,0,1,0,0,1,0,0,0,0,1
0,3,22.0,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,29.69911764705882,0,0,7.225,True,0,1,1,0,0,0,1,0,1,0,0,0,0
1,1,44.0,0,1,57.9792,False,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,29.69911764705882,0,0,7.2292,True,0,1,1,0,0,0,1,0,1,0,0,0,0
0,3,40.5,0,0,7.75,True,0,1,0,1,0,0,1,0,1,0,0,0,0
1,2,50.0,0,0,10.5,True,1,0,0,0,1,0,0,1,0,1,0,0,0
0,1,29.69911764705882,0,0,221.7792,True,0,1,0,0,1,0,1,0,0,0,0,0,1
0,3,39.0,0,0,7.925,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,2,23.0,2,1,11.5,False,0,1,0,0,1,0,1,0,0,0,1,0,0
1,2,2.0,1,1,26.0,False,1,0,0,0,1,1,0,0,0,0,0,1,0
0,3,29.69911764705882,0,0,7.2292,True,0,1,1,0,0,0,1,0,1,0,0,0,0
0,3,17.0,1,1,7.2292,False,0,1,1,0,0,0,1,0,1,0,0,0,0
1,3,29.69911764705882,0,2,22.3583,False,1,0,1,0,0,0,0,1,0,0,0,1,0
0,3,30.0,0,0,8.6625,True,1,0,0,0,1,0,0,1,0,1,0,0,0
1,2,7.0,0,2,26.25,False,1,0,0,0,1,1,0,0,0,0,0,1,0
0,1,45.0,0,0,26.55,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,30.0,0,0,106.425,True,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,29.69911764705882,0,0,14.5,True,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,22.0,0,2,49.5,False,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1,36.0,0,2,71.0,False,1,0,0,0,1,0,0,1,0,0,0,0,1
0,3,9.0,4,2,31.275,False,1,0,0,0,1,1,0,0,0,0,0,1,0
0,3,11.0,4,2,31.275,False,1,0,0,0,1,1,0,0,0,0,0,1,0
1,2,32.0,1,0,26.0,False,0,1,0,0,1,0,1,0,0,0,0,1,0
0,1,50.0,1,0,106.425,False,0,1,1,0,0,0,1,0,0,0,0,0,1
0,1,64.0,0,0,26.0,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,2,19.0,1,0,26.0,False,1,0,0,0,1,0,0,1,0,0,0,1,0
1,2,29.69911764705882,0,0,13.8625,True,0,1,1,0,0,0,1,0,0,0,1,0,0
0,3,33.0,1,1,20.525,False,0,1,0,0,1,0,1,0,0,0,1,0,0
1,2,8.0,1,1,36.75,False,0,1,0,0,1,1,0,0,0,0,0,1,0
1,1,17.0,0,2,110.8833,False,0,1,1,0,0,0,1,0,0,0,0,0,1
0,2,27.0,0,0,26.0,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,29.69911764705882,0,0,7.8292,True,0,1,0,1,0,0,1,0,1,0,0,0,0
1,3,22.0,0,0,7.225,True,0,1,1,0,0,0,1,0,1,0,0,0,0
1,3,22.0,0,0,7.775,True,1,0,0,0,1,0,0,1,1,0,0,0,0
0,1,62.0,0,0,26.55,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,48.0,1,0,39.6,False,1,0,1,0,0,0,0,1,0,0,0,1,0
0,1,29.69911764705882,0,0,227.525,True,0,1,1,0,0,0,1,0,0,0,0,0,1
1,1,39.0,1,1,79.65,False,1,0,0,0,1,0,0,1,0,0,0,0,1
1,3,36.0,1,0,17.4,False,1,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29.69911764705882,0,0,7.75,True,0,1,0,1,0,0,1,0,1,0,0,0,0
0,3,40.0,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,2,28.0,0,0,13.5,True,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,29.69911764705882,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,29.69911764705882,0,0,8.05,True,1,0,0,0,1,0,0,1,0,1,0,0,0
0,3,24.0,2,0,24.15,False,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,19.0,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,29.0,0,4,21.075,False,1,0,0,0,1,0,0,1,0,0,1,0,0
0,3,29.69911764705882,0,0,7.2292,True,0,1,1,0,0,0,1,0,1,0,0,0,0
1,3,32.0,0,0,7.8542,True,0,1,0,0,1,0,1,0,1,0,0,0,0
1,2,62.0,0,0,10.5,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,53.0,2,0,51.4792,False,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,36.0,0,0,26.3875,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,3,29.69911764705882,0,0,7.75,True,1,0,0,1,0,0,0,1,1,0,0,0,0
0,3,16.0,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,19.0,0,0,14.5,True,0,1,0,0,1,0,1,0,0,0,1,0,0
1,2,34.0,0,0,13.0,True,1,0,0,0,1,0,0,1,0,0,1,0,0
1,1,39.0,1,0,55.9,False,1,0,0,0,1,0,0,1,0,0,0,0,1
0,3,29.69911764705882,1,0,14.4583,False,1,0,1,0,0,0,0,1,0,0,1,0,0
1,3,32.0,0,0,7.925,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,2,25.0,1,1,30.0,False,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,39.0,1,1,110.8833,False,1,0,1,0,0,0,0,1,0,0,0,0,1
0,2,54.0,0,0,26.0,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,1,36.0,0,0,40.125,True,0,1,1,0,0,0,1,0,0,0,0,0,1
0,3,29.69911764705882,0,0,8.7125,True,0,1,1,0,0,0,1,0,0,1,0,0,0
1,1,18.0,0,2,79.65,False,1,0,0,0,1,0,0,1,0,0,0,0,1
0,2,47.0,0,0,15.0,True,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,60.0,1,1,79.2,False,0,1,1,0,0,0,1,0,0,0,0,0,1
0,3,22.0,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,29.69911764705882,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,35.0,0,0,7.125,True,0,1,0,0,1,0,1,0,1,0,0,0,0
1,1,52.0,1,0,78.2667,False,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,47.0,0,0,7.25,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,3,29.69911764705882,0,2,7.75,False,1,0,0,1,0,0,0,1,1,0,0,0,0
0,2,37.0,1,0,26.0,False,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,36.0,1,1,24.15,False,0,1,0,0,1,0,1,0,0,0,0,1,0
1,2,29.69911764705882,0,0,33.0,True,1,0,0,0,1,0,0,1,0,0,0,1,0
0,3,49.0,0,0,0.0,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,3,29.69911764705882,0,0,7.225,True,0,1,1,0,0,0,1,0,1,0,0,0,0
1,1,49.0,1,0,56.9292,False,0,1,1,0,0,0,1,0,0,0,0,0,1
1,2,24.0,2,1,27.0,False,1,0,0,0,1,0,0,1,0,0,0,1,0
0,3,29.69911764705882,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,1,29.69911764705882,0,0,42.4,True,0,1,0,0,1,0,1,0,0,0,0,0,1
0,3,44.0,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,35.0,0,0,26.55,True,0,1,1,0,0,0,1,0,0,0,0,1,0
0,3,36.0,1,0,15.55,False,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,30.0,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,27.0,0,0,30.5,True,0,1,0,0,1,0,1,0,0,0,0,1,0
1,2,22.0,1,2,41.5792,False,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1,40.0,0,0,153.4625,True,1,0,0,0,1,0,0,1,0,0,0,0,1
0,3,39.0,1,5,31.275,False,1,0,0,0,1,0,0,1,0,0,0,1,0
0,3,29.69911764705882,0,0,7.05,True,0,1,0,0,1,0,1,0,1,0,0,0,0
1,3,29.69911764705882,1,0,15.5,False,1,0,0,1,0,0,0,1,0,0,1,0,0
0,3,29.69911764705882,0,0,7.75,True,0,1,0,1,0,0,1,0,1,0,0,0,0
0,3,35.0,0,0,8.05,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,2,24.0,1,2,65.0,False,1,0,0,0,1,0,0,1,0,0,0,0,1
0,3,34.0,1,1,14.4,False,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,26.0,1,0,16.1,False,1,0,0,0,1,0,0,1,0,0,1,0,0
1,2,4.0,2,1,39.0,False,1,0,0,0,1,1,0,0,0,0,0,1,0
0,2,26.0,0,0,10.5,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,27.0,1,0,14.4542,False,0,1,1,0,0,0,1,0,0,0,1,0,0
1,1,42.0,1,0,52.5542,False,0,1,0,0,1,0,1,0,0,0,0,0,1
1,3,20.0,1,1,15.7417,False,0,1,1,0,0,0,1,0,0,0,1,0,0
0,3,21.0,0,0,7.8542,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,3,21.0,0,0,16.1,True,0,1,0,0,1,0,1,0,0,0,1,0,0
0,1,61.0,0,0,32.3208,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,57.0,0,0,12.35,True,0,1,0,1,0,0,1,0,0,0,1,0,0
1,1,21.0,0,0,77.9583,True,1,0,0,0,1,0,0,1,0,0,0,0,1
0,3,26.0,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,29.69911764705882,0,0,7.7333,True,0,1,0,1,0,0,1,0,1,0,0,0,0
1,1,80.0,0,0,30.0,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,51.0,0,0,7.0542,True,0,1,0,0,1,0,1,0,1,0,0,0,0
1,1,32.0,0,0,30.5,True,0,1,1,0,0,0,1,0,0,0,0,1,0
0,1,29.69911764705882,0,0,0.0,True,0,1,0,0,1,0,1,0,1,0,0,0,0
0,3,9.0,3,2,27.9,False,1,0,0,0,1,1,0,0,0,0,0,1,0
1,2,28.0,0,0,13.0,True,1,0,0,0,1,0,0,1,0,0,1,0,0
0,3,32.0,0,0,7.925,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,2,31.0,1,1,26.25,False,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,41.0,0,5,39.6875,False,1,0,0,0,1,0,0,1,0,0,0,1,0
0,3,29.69911764705882,1,0,16.1,False,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,20.0,0,0,7.8542,True,0,1,0,0,1,0,1,0,1,0,0,0,0
1,1,24.0,0,0,69.3,True,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,2.0,3,2,27.9,False,1,0,0,0,1,1,0,0,0,0,0,1,0
1,3,29.69911764705882,0,0,56.4958,True,0,1,0,0,1,0,1,0,0,0,0,0,1
1,3,0.75,2,1,19.2583,False,1,0,1,0,0,1,0,0,0,0,1,0,0
1,1,48.0,1,0,76.7292,False,0,1,1,0,0,0,1,0,0,0,0,0,1
0,3,19.0,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,56.0,0,0,35.5,True,0,1,1,0,0,0,1,0,0,0,0,1,0
0,3,29.69911764705882,0,0,7.55,True,0,1,0,0,1,0,1,0,1,0,0,0,0
1,3,23.0,0,0,7.55,True,1,0,0,0,1,0,0,1,1,0,0,0,0
0,3,29.69911764705882,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,2,18.0,0,1,23.0,False,1,0,0,0,1,0,0,1,0,0,0,1,0
0,3,21.0,0,0,8.4333,True,0,1,0,0,1,0,1,0,0,1,0,0,0
1,3,29.69911764705882,0,0,7.8292,True,1,0,0,1,0,0,0,1,1,0,0,0,0
0,3,18.0,0,0,6.75,True,1,0,0,1,0,0,0,1,1,0,0,0,0
0,2,24.0,2,0,73.5,False,0,1,0,0,1,0,1,0,0,0,0,0,1
0,3,29.69911764705882,0,0,7.8958,True,0,1,0,0,1,0,1,0,0,1,0,0,0
0,3,32.0,1,1,15.5,False,1,0,0,1,0,0,0,1,0,0,1,0,0
0,2,23.0,0,0,13.0,True,0,1,0,0,1,0,1,0,0,0,1,0,0
0,1,58.0,0,2,113.275,False,0,1,1,0,0,0,1,0,0,0,0,0,1
1,1,50.0,2,0,133.65,False,0,1,0,0,1,0,1,0,0,0,0,0,1
0,3,40.0,0,0,7.225,True,0,1,1,0,0,0,1,0,1,0,0,0,0
0,1,47.0,0,0,25.5875,True,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,36.0,0,0,7.4958,True,0,1,0,0,1,0,1,0,1,0,0,0,0
